model,round_index,round_type,threshold,quant_mode,quant_bits,mode,cpu_threads,original_mb,official_serial_c_compress_ms,official_cpu_grouped_8t_compress_ms,cuda_v2_reference_compress_ms,cuda_layers,cpu_fallback_layers,cuda_original_mb,fallback_original_mb,compress_total_ms,decompress_total_ms,roundtrip_total_ms,cpu_wrapper_compress_ms,cpu_wrapper_decompress_ms,cpu_wrapper_roundtrip_ms,speedup_vs_cpu_wrapper,roundtrip_speedup_vs_cpu_wrapper,speedup_vs_official_cpu_8t,speedup_vs_official_serial_c,speedup_vs_cuda_v2,kernel_ms,kernel_launch_count,decompress_kernel_launch_count,payload_d2h_ms,payload_serialize_ms,payload_deserialize_ms,python_wrapper_ms,state_commit_ms,cpu_fallback_ms,cpu_fallback_decompress_ms,fallback_gpu_to_cpu_ms,cpu_fallback_batches,cpu_fallback_payload_bytes,experimental_payload_d2h_mb,final_payload_bytes,cpu_wrapper_payload_bytes,compression_ratio,cpu_wrapper_compression_ratio,ratio_retention,max_abs_error,relative_l2_error,cosine_similarity,sign_agreement,finite_rate,decode_status,correctness_status,classification,target_status
resnet18,2,hot,1048576,7,7,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,220.720964,356.754088,577.475052,386.909902,380.007937,766.917839,1.752937,1.328054,0.553590,1.541738,,1.058977,20,8,102.269830,4.218969,255.642154,1.524376,0.015706,105.308013,100.500760,6.147365,1,3230584,6.890625,10467914,11771247,4.273460,3.800295,1.124507,0.006449129,0.046115063,0.999749422,0.986676931,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,0,round0,1048576,6,6,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,203.410438,320.650257,524.060695,313.485022,303.836022,617.321043,1.541145,1.177957,0.600702,1.672943,,1.097025,20,8,101.033639,4.462201,235.654749,1.315815,0.001533,89.224013,84.580812,6.159459,1,3192326,5.906250,9397458,11635857,4.760246,3.844513,1.238192,0.000865802,0.040656529,0.999374628,0.951530933,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,1,hot,1048576,6,6,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,225.065732,340.903452,565.969184,403.029788,407.150088,810.179876,1.790720,1.431491,0.542904,1.511976,,1.056896,20,8,101.238951,4.507571,236.182740,1.551303,0.016751,110.383191,104.132169,6.127677,1,3222932,5.906250,9428070,11723976,4.744790,3.815618,1.243518,0.008458793,0.072986744,0.998654366,0.975891352,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,2,hot,1048576,6,6,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,216.566537,338.691640,555.258176,386.909902,380.007937,766.917839,1.786564,1.381191,0.564210,1.571314,,1.041522,20,8,98.603609,4.639008,237.858541,1.541137,0.011971,104.516766,100.237217,6.028621,1,3230584,5.906250,9435722,11771247,4.740942,3.800295,1.247519,0.006449129,0.093581155,0.996491551,0.973369181,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,0,round0,1048576,4,4,gpu_v3_experimental,8,42.661865,340.294000,122.189000,148.542776,4,97,31.500000,11.161865,110.772440,97.194422,207.966862,313.485022,303.836022,617.321043,2.829991,2.968363,1.103063,3.072010,1.340972,0.871888,20,8,11.810800,3.151550,12.734420,0.982765,0.000895,88.036253,84.136085,5.797046,1,3192326,3.937500,7333074,11635857,6.100335,3.844513,1.586764,0.003834258,0.179671898,0.984181702,0.791190863,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,1,hot,1048576,4,4,gpu_v3_experimental,8,42.661865,340.294000,122.189000,148.542776,4,97,31.500000,11.161865,132.452250,184.462125,316.914375,403.029788,407.150088,810.179876,3.042831,2.556463,0.922514,2.569182,1.121482,0.848495,20,8,11.275513,3.132892,12.734492,1.160804,0.015123,109.998162,171.180050,5.842938,1,3222932,3.937500,7363686,11723976,6.074975,3.815618,1.592134,0.009607933,0.323074847,0.951798141,0.865529060,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,2,hot,1048576,4,4,gpu_v3_experimental,8,42.661865,340.294000,122.189000,148.542776,4,97,31.500000,11.161865,127.869410,111.740008,239.609418,386.909902,380.007937,766.917839,3.025821,3.200700,0.955576,2.661262,1.161676,0.853414,20,8,11.863957,3.079372,12.880896,1.382383,0.013495,104.649203,98.331961,5.826400,1,3230584,3.937500,7371338,11771247,6.068669,3.800295,1.596894,0.014850896,0.414260834,0.924135327,0.874463916,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,0,round0,1048576,adaptive_q6_q8,8,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,102.869350,89.852518,192.721868,313.485022,303.836022,617.321043,3.047409,3.203171,1.187808,3.308021,,0.851801,20,8,2.558987,5.874291,5.731279,1.001193,0.001362,86.698543,83.802282,5.756673,1,3192326,7.875000,11461840,11635857,3.902882,3.844513,1.015182,0.000211338,0.010265918,1.000000000,0.987824917,1.000000000,pass,pass,research_success,research_record
resnet18,1,hot,1048576,adaptive_q6_q8,6,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,223.700845,341.789603,565.490448,403.029788,407.150088,810.179876,1.801646,1.432703,0.546216,1.521201,,1.028459,20,8,98.978157,4.476665,237.192632,1.567225,0.015129,110.989070,103.994310,6.436957,1,3222932,5.906250,9428068,11723976,4.744791,3.815618,1.243518,0.008458793,0.061505675,0.998944283,0.980857849,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,2,hot,1048576,adaptive_q6_q8,6,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,217.625508,337.058352,554.683860,386.909902,380.007937,766.917839,1.777870,1.382622,0.561465,1.563668,,1.020832,20,8,100.180731,4.497464,236.870519,1.557056,0.015223,103.890007,99.599265,6.258600,1,3230584,5.906250,9435720,11771247,4.740943,3.800295,1.247520,0.006449129,0.084926538,0.997209370,0.975899756,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,0,round0,1048576,outlier_q6_q8,8,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,102.705622,89.958608,192.664230,313.485022,303.836022,617.321043,3.052267,3.204129,1.189701,3.313295,,0.853734,20,8,2.571287,5.857238,5.786938,0.989952,0.000900,86.496701,83.861086,5.802777,1,3192326,7.875000,11461839,11635857,3.902882,3.844513,1.015182,0.000211338,0.010265918,1.000000000,0.987824917,1.000000000,pass,pass,research_success,research_record
resnet18,1,hot,1048576,outlier_q6_q8,6,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,222.547009,341.859092,564.406101,403.029788,407.150088,810.179876,1.810987,1.435456,0.549048,1.529088,,1.030849,20,8,98.206085,4.304351,236.781960,1.578189,0.016585,110.504805,104.470514,6.690479,1,3222932,5.906250,9428067,11723976,4.744791,3.815618,1.243519,0.008458793,0.061505675,0.998944283,0.980857849,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
resnet18,2,hot,1048576,outlier_q6_q8,6,gpu_v3_experimental,8,42.661865,340.294000,122.189000,,4,97,31.500000,11.161865,217.863819,336.975021,554.838840,386.909902,380.007937,766.917839,1.775925,1.382235,0.560850,1.561957,,0.998154,20,8,99.691373,4.757233,237.258579,1.520175,0.013910,104.770700,99.139272,5.903310,1,3230584,5.906250,9435719,11771247,4.740943,3.800295,1.247520,0.006449129,0.084926538,0.997209370,0.975899756,1.000000000,pass,fail,stop_correctness_failed,stop_correctness_failed
